Occupation,Total,16-19,20-24,25-34,35-44,45-54,55-64,65<=,Median age,Year,Major Group,Minor Group,Broad Group,Detailed Occupation
training and development managers,36.0,1.0,2.0,6.0,5.0,14.0,8.0,1.0,-,2012,11-0000,11-3000,11-3130,-
training and development managers,36.0,1.0,2.0,6.0,5.0,14.0,8.0,1.0,-,2012,11-0000,11-3000,11-3130,11-3131
training and development managers,38.0,0.0,1.0,7.0,10.0,9.0,9.0,1.0,-,2011,11-0000,11-3000,11-3130,-
training and development managers,38.0,0.0,1.0,7.0,10.0,9.0,9.0,1.0,-,2011,11-0000,11-3000,11-3130,11-3131
industrial production managers,256.0,0.0,7.0,31.0,72.0,85.0,48.0,14.0,46.9,2021,11-0000,11-3000,11-3050,-
industrial production managers,256.0,0.0,7.0,31.0,72.0,85.0,48.0,14.0,46.9,2021,11-0000,11-3000,11-3050,11-3051
industrial production managers,272.0,0.0,3.0,48.0,65.0,92.0,50.0,14.0,47,2020,11-0000,11-3000,11-3050,-
industrial production managers,272.0,0.0,3.0,48.0,65.0,92.0,50.0,14.0,47,2020,11-0000,11-3000,11-3050,11-3051
industrial production managers,274.0,0.0,3.0,51.0,77.0,68.0,65.0,11.0,45.4,2019,11-0000,11-3000,11-3050,-
industrial production managers,274.0,0.0,3.0,51.0,77.0,68.0,65.0,11.0,45.4,2019,11-0000,11-3000,11-3050,11-3051
industrial production managers,264.0,0.0,8.0,45.0,63.0,77.0,61.0,8.0,47.2,2018,11-0000,11-3000,11-3050,-
industrial production managers,264.0,0.0,8.0,45.0,63.0,77.0,61.0,8.0,47.2,2018,11-0000,11-3000,11-3050,11-3051
industrial production managers,280.0,0.0,9.0,38.0,67.0,91.0,62.0,13.0,48.1,2017,11-0000,11-3000,11-3050,-
industrial production managers,280.0,0.0,9.0,38.0,67.0,91.0,62.0,13.0,48.1,2017,11-0000,11-3000,11-3050,11-3051
industrial production managers,275.0,0.0,6.0,44.0,66.0,85.0,63.0,11.0,48.4,2016,11-0000,11-3000,11-3050,-
industrial production managers,275.0,0.0,6.0,44.0,66.0,85.0,63.0,11.0,48.4,2016,11-0000,11-3000,11-3050,11-3051
industrial production managers,280.0,2.0,1.0,48.0,70.0,93.0,59.0,7.0,47.1,2015,11-0000,11-3000,11-3050,-
industrial production managers,280.0,2.0,1.0,48.0,70.0,93.0,59.0,7.0,47.1,2015,11-0000,11-3000,11-3050,11-3051
industrial production managers,273.0,0.0,5.0,39.0,70.0,88.0,63.0,8.0,47.6,2014,11-0000,11-3000,11-3050,-
industrial production managers,273.0,0.0,5.0,39.0,70.0,88.0,63.0,8.0,47.6,2014,11-0000,11-3000,11-3050,11-3051
industrial production managers,256.0,0.0,5.0,37.0,70.0,82.0,56.0,7.0,47.6,2013,11-0000,11-3000,11-3050,-
industrial production managers,256.0,0.0,5.0,37.0,70.0,82.0,56.0,7.0,47.6,2013,11-0000,11-3000,11-3050,11-3051
industrial production managers,261.0,1.0,5.0,39.0,59.0,94.0,50.0,12.0,47.7,2012,11-0000,11-3000,11-3050,-
industrial production managers,261.0,1.0,5.0,39.0,59.0,94.0,50.0,12.0,47.7,2012,11-0000,11-3000,11-3050,11-3051
industrial production managers,259.0,1.0,4.0,38.0,76.0,81.0,55.0,4.0,46.3,2011,11-0000,11-3000,11-3050,-
industrial production managers,259.0,1.0,4.0,38.0,76.0,81.0,55.0,4.0,46.3,2011,11-0000,11-3000,11-3050,11-3051
purchasing managers,232.0,0.0,1.0,57.0,49.0,53.0,60.0,13.0,46.7,2021,11-0000,11-3000,11-3060,-
purchasing managers,232.0,0.0,1.0,57.0,49.0,53.0,60.0,13.0,46.7,2021,11-0000,11-3000,11-3060,11-3061
purchasing managers,212.0,0.0,3.0,39.0,48.0,65.0,51.0,6.0,49.3,2020,11-0000,11-3000,11-3060,-
purchasing managers,212.0,0.0,3.0,39.0,48.0,65.0,51.0,6.0,49.3,2020,11-0000,11-3000,11-3060,11-3061
purchasing managers,227.0,0.0,5.0,44.0,56.0,67.0,46.0,9.0,46.4,2019,11-0000,11-3000,11-3060,-
purchasing managers,227.0,0.0,5.0,44.0,56.0,67.0,46.0,9.0,46.4,2019,11-0000,11-3000,11-3060,11-3061
purchasing managers,219.0,0.0,9.0,50.0,53.0,49.0,48.0,10.0,44.5,2018,11-0000,11-3000,11-3060,-
purchasing managers,219.0,0.0,9.0,50.0,53.0,49.0,48.0,10.0,44.5,2018,11-0000,11-3000,11-3060,11-3061
purchasing managers,205.0,0.0,13.0,41.0,38.0,61.0,41.0,11.0,46,2017,11-0000,11-3000,11-3060,-
purchasing managers,205.0,0.0,13.0,41.0,38.0,61.0,41.0,11.0,46,2017,11-0000,11-3000,11-3060,11-3061
purchasing managers,203.0,0.0,8.0,29.0,45.0,50.0,56.0,14.0,48.1,2016,11-0000,11-3000,11-3060,-
purchasing managers,203.0,0.0,8.0,29.0,45.0,50.0,56.0,14.0,48.1,2016,11-0000,11-3000,11-3060,11-3061
purchasing managers,198.0,0.0,6.0,28.0,58.0,49.0,42.0,13.0,46.5,2015,11-0000,11-3000,11-3060,-
purchasing managers,198.0,0.0,6.0,28.0,58.0,49.0,42.0,13.0,46.5,2015,11-0000,11-3000,11-3060,11-3061
purchasing managers,193.0,0.0,5.0,35.0,51.0,49.0,44.0,9.0,47.6,2014,11-0000,11-3000,11-3060,-
purchasing managers,193.0,0.0,5.0,35.0,51.0,49.0,44.0,9.0,47.6,2014,11-0000,11-3000,11-3060,11-3061
purchasing managers,184.0,0.0,3.0,33.0,47.0,50.0,42.0,9.0,47.5,2013,11-0000,11-3000,11-3060,-
purchasing managers,184.0,0.0,3.0,33.0,47.0,50.0,42.0,9.0,47.5,2013,11-0000,11-3000,11-3060,11-3061
purchasing managers,218.0,0.0,7.0,33.0,48.0,81.0,44.0,6.0,48.3,2012,11-0000,11-3000,11-3060,-
purchasing managers,218.0,0.0,7.0,33.0,48.0,81.0,44.0,6.0,48.3,2012,11-0000,11-3000,11-3060,11-3061
purchasing managers,204.0,0.0,2.0,34.0,44.0,73.0,41.0,9.0,48.7,2011,11-0000,11-3000,11-3060,-
purchasing managers,204.0,0.0,2.0,34.0,44.0,73.0,41.0,9.0,48.7,2011,11-0000,11-3000,11-3060,11-3061
"transportation, storage, and distribution managers",314.0,3.0,14.0,61.0,79.0,77.0,64.0,16.0,45.2,2021,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",314.0,3.0,14.0,61.0,79.0,77.0,64.0,16.0,45.2,2021,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",300.0,1.0,10.0,69.0,86.0,78.0,50.0,7.0,44.1,2020,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",300.0,1.0,10.0,69.0,86.0,78.0,50.0,7.0,44.1,2020,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",281.0,0.0,11.0,55.0,59.0,77.0,69.0,10.0,47.2,2019,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",281.0,0.0,11.0,55.0,59.0,77.0,69.0,10.0,47.2,2019,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",303.0,1.0,12.0,66.0,57.0,86.0,66.0,15.0,46.9,2018,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",303.0,1.0,12.0,66.0,57.0,86.0,66.0,15.0,46.9,2018,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",291.0,1.0,9.0,58.0,61.0,87.0,63.0,12.0,46.7,2017,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",291.0,1.0,9.0,58.0,61.0,87.0,63.0,12.0,46.7,2017,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",299.0,1.0,15.0,60.0,78.0,80.0,51.0,13.0,43.7,2016,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",299.0,1.0,15.0,60.0,78.0,80.0,51.0,13.0,43.7,2016,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",263.0,1.0,7.0,57.0,66.0,70.0,52.0,10.0,44.7,2015,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",263.0,1.0,7.0,57.0,66.0,70.0,52.0,10.0,44.7,2015,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",260.0,1.0,11.0,59.0,74.0,64.0,41.0,10.0,43.4,2014,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",260.0,1.0,11.0,59.0,74.0,64.0,41.0,10.0,43.4,2014,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",264.0,1.0,8.0,53.0,62.0,88.0,46.0,7.0,45.8,2013,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",264.0,1.0,8.0,53.0,62.0,88.0,46.0,7.0,45.8,2013,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",287.0,1.0,10.0,57.0,76.0,78.0,52.0,13.0,44.7,2012,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",287.0,1.0,10.0,57.0,76.0,78.0,52.0,13.0,44.7,2012,11-0000,11-3000,11-3070,11-3071
"transportation, storage, and distribution managers",254.0,0.0,13.0,52.0,71.0,68.0,42.0,8.0,43.8,2011,11-0000,11-3000,11-3070,-
"transportation, storage, and distribution managers",254.0,0.0,13.0,52.0,71.0,68.0,42.0,8.0,43.8,2011,11-0000,11-3000,11-3070,11-3071
"farmers, ranchers, and other agricultural managers",875.0,3.0,27.0,106.0,122.0,143.0,194.0,281.0,56,2021,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",875.0,3.0,27.0,106.0,122.0,143.0,194.0,281.0,56,2021,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",901.0,2.0,21.0,91.0,134.0,151.0,206.0,296.0,56.8,2020,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",901.0,2.0,21.0,91.0,134.0,151.0,206.0,296.0,56.8,2020,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",962.0,3.0,23.0,114.0,132.0,145.0,251.0,296.0,56.1,2019,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",962.0,3.0,23.0,114.0,132.0,145.0,251.0,296.0,56.1,2019,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",991.0,4.0,16.0,108.0,124.0,160.0,294.0,286.0,56.4,2018,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",991.0,4.0,16.0,108.0,124.0,160.0,294.0,286.0,56.4,2018,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",1018.0,6.0,24.0,103.0,145.0,190.0,257.0,293.0,55.7,2017,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",1018.0,6.0,24.0,103.0,145.0,190.0,257.0,293.0,55.7,2017,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",1042.0,8.0,25.0,122.0,139.0,192.0,264.0,293.0,55.6,2016,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",1042.0,8.0,25.0,122.0,139.0,192.0,264.0,293.0,55.6,2016,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",1052.0,7.0,30.0,128.0,137.0,201.0,272.0,276.0,54.8,2015,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",1052.0,7.0,30.0,128.0,137.0,201.0,272.0,276.0,54.8,2015,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",941.0,5.0,24.0,99.0,123.0,182.0,237.0,271.0,55.6,2014,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",941.0,5.0,24.0,99.0,123.0,182.0,237.0,271.0,55.6,2014,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",929.0,8.0,27.0,95.0,111.0,177.0,242.0,270.0,56.1,2013,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",929.0,8.0,27.0,95.0,111.0,177.0,242.0,270.0,56.1,2013,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",944.0,12.0,31.0,88.0,111.0,201.0,249.0,252.0,55.9,2012,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",944.0,12.0,31.0,88.0,111.0,201.0,249.0,252.0,55.9,2012,11-0000,11-9000,11-9010,11-9013
"farmers, ranchers, and other agricultural managers",978.0,5.0,28.0,92.0,122.0,214.0,253.0,264.0,55.9,2011,11-0000,11-9000,11-9010,-
"farmers, ranchers, and other agricultural managers",978.0,5.0,28.0,92.0,122.0,214.0,253.0,264.0,55.9,2011,11-0000,11-9000,11-9010,11-9013
construction managers,999.0,2.0,29.0,205.0,247.0,251.0,196.0,69.0,45.7,2021,11-0000,11-9000,11-9020,-
construction managers,999.0,2.0,29.0,205.0,247.0,251.0,196.0,69.0,45.7,2021,11-0000,11-9000,11-9020,11-9021
construction managers,966.0,1.0,25.0,174.0,257.0,247.0,196.0,65.0,46.1,2020,11-0000,11-9000,11-9020,-
construction managers,966.0,1.0,25.0,174.0,257.0,247.0,196.0,65.0,46.1,2020,11-0000,11-9000,11-9020,11-9021
construction managers,994.0,1.0,27.0,184.0,259.0,233.0,214.0,77.0,46.5,2019,11-0000,11-9000,11-9020,-
construction managers,994.0,1.0,27.0,184.0,259.0,233.0,214.0,77.0,46.5,2019,11-0000,11-9000,11-9020,11-9021
construction managers,1021.0,1.0,27.0,154.0,281.0,261.0,221.0,75.0,46.3,2018,11-0000,11-9000,11-9020,-
construction managers,1021.0,1.0,27.0,154.0,281.0,261.0,221.0,75.0,46.3,2018,11-0000,11-9000,11-9020,11-9021
construction managers,1081.0,4.0,27.0,167.0,256.0,320.0,233.0,75.0,47.8,2017,11-0000,11-9000,11-9020,-
construction managers,1081.0,4.0,27.0,167.0,256.0,320.0,233.0,75.0,47.8,2017,11-0000,11-9000,11-9020,11-9021
construction managers,812.0,4.0,14.0,140.0,177.0,237.0,188.0,54.0,48.5,2016,11-0000,11-9000,11-9020,-
construction managers,812.0,4.0,14.0,140.0,177.0,237.0,188.0,54.0,48.5,2016,11-0000,11-9000,11-9020,11-9021
construction managers,737.0,0.0,22.0,134.0,173.0,194.0,180.0,34.0,47.2,2015,11-0000,11-9000,11-9020,-
construction managers,737.0,0.0,22.0,134.0,173.0,194.0,180.0,34.0,47.2,2015,11-0000,11-9000,11-9020,11-9021
construction managers,711.0,1.0,14.0,123.0,198.0,200.0,142.0,33.0,46.1,2014,11-0000,11-9000,11-9020,-
construction managers,711.0,1.0,14.0,123.0,198.0,200.0,142.0,33.0,46.1,2014,11-0000,11-9000,11-9020,11-9021
construction managers,821.0,1.0,20.0,151.0,191.0,224.0,184.0,50.0,46.9,2013,11-0000,11-9000,11-9020,-
construction managers,821.0,1.0,20.0,151.0,191.0,224.0,184.0,50.0,46.9,2013,11-0000,11-9000,11-9020,11-9021
construction managers,983.0,1.0,24.0,150.0,239.0,318.0,200.0,52.0,47.8,2012,11-0000,11-9000,11-9020,-
construction managers,983.0,1.0,24.0,150.0,239.0,318.0,200.0,52.0,47.8,2012,11-0000,11-9000,11-9020,11-9021
construction managers,926.0,0.0,18.0,157.0,235.0,294.0,182.0,40.0,46.9,2011,11-0000,11-9000,11-9020,-
construction managers,926.0,0.0,18.0,157.0,235.0,294.0,182.0,40.0,46.9,2011,11-0000,11-9000,11-9020,11-9021
education and childcare administrators,956.0,1.0,27.0,137.0,268.0,264.0,196.0,62.0,47,2021,11-0000,11-9000,11-9030,-
education and childcare administrators,948.0,3.0,7.0,147.0,266.0,296.0,176.0,54.0,47,2020,11-0000,11-9000,11-9030,-
education and childcare administrators,958.0,4.0,21.0,140.0,255.0,307.0,178.0,52.0,46.4,2019,11-0000,11-9000,11-9030,-
education and childcare administrators,955.0,2.0,27.0,149.0,255.0,270.0,191.0,60.0,46.4,2018,11-0000,11-9000,11-9030,-
education and childcare administrators,918.0,5.0,21.0,146.0,246.0,256.0,183.0,60.0,46.3,2017,11-0000,11-9000,11-9030,-
education and childcare administrators,954.0,5.0,24.0,134.0,260.0,280.0,176.0,76.0,46.2,2016,11-0000,11-9000,11-9030,-
education and childcare administrators,928.0,4.0,21.0,138.0,261.0,261.0,186.0,56.0,46.2,2015,11-0000,11-9000,11-9030,-
education and childcare administrators,838.0,1.0,17.0,133.0,236.0,226.0,187.0,38.0,46.2,2014,11-0000,11-9000,11-9030,-
education and childcare administrators,804.0,0.0,17.0,112.0,197.0,233.0,200.0,45.0,48.1,2013,11-0000,11-9000,11-9030,-
education and childcare administrators,811.0,1.0,18.0,117.0,221.0,218.0,191.0,45.0,47,2012,11-0000,11-9000,11-9030,-
education and childcare administrators,853.0,0.0,16.0,146.0,224.0,220.0,202.0,45.0,46.9,2011,11-0000,11-9000,11-9030,-
architectural and engineering managers,178.0,0.0,2.0,23.0,55.0,53.0,38.0,6.0,46.4,2021,11-0000,11-9000,11-9040,-
architectural and engineering managers,178.0,0.0,2.0,23.0,55.0,53.0,38.0,6.0,46.4,2021,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,171.0,0.0,2.0,19.0,45.0,43.0,51.0,10.0,49.1,2020,11-0000,11-9000,11-9040,-
architectural and engineering managers,171.0,0.0,2.0,19.0,45.0,43.0,51.0,10.0,49.1,2020,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,154.0,0.0,1.0,21.0,41.0,45.0,41.0,5.0,47.9,2019,11-0000,11-9000,11-9040,-
architectural and engineering managers,154.0,0.0,1.0,21.0,41.0,45.0,41.0,5.0,47.9,2019,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,156.0,0.0,1.0,14.0,49.0,48.0,40.0,4.0,48.3,2018,11-0000,11-9000,11-9040,-
architectural and engineering managers,156.0,0.0,1.0,14.0,49.0,48.0,40.0,4.0,48.3,2018,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,129.0,0.0,2.0,12.0,35.0,39.0,38.0,4.0,49.5,2017,11-0000,11-9000,11-9040,-
architectural and engineering managers,129.0,0.0,2.0,12.0,35.0,39.0,38.0,4.0,49.5,2017,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,136.0,0.0,0.0,16.0,39.0,39.0,34.0,7.0,48.9,2016,11-0000,11-9000,11-9040,-
architectural and engineering managers,136.0,0.0,0.0,16.0,39.0,39.0,34.0,7.0,48.9,2016,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,110.0,0.0,0.0,16.0,26.0,40.0,23.0,5.0,49,2015,11-0000,11-9000,11-9040,-
architectural and engineering managers,110.0,0.0,0.0,16.0,26.0,40.0,23.0,5.0,49,2015,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,122.0,0.0,0.0,16.0,26.0,48.0,29.0,2.0,50.1,2014,11-0000,11-9000,11-9040,-
architectural and engineering managers,122.0,0.0,0.0,16.0,26.0,48.0,29.0,2.0,50.1,2014,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,121.0,0.0,0.0,12.0,32.0,48.0,26.0,3.0,49.7,2013,11-0000,11-9000,11-9040,-
architectural and engineering managers,121.0,0.0,0.0,12.0,32.0,48.0,26.0,3.0,49.7,2013,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,120.0,0.0,0.0,16.0,31.0,40.0,28.0,5.0,48.7,2012,11-0000,11-9000,11-9040,-
architectural and engineering managers,120.0,0.0,0.0,16.0,31.0,40.0,28.0,5.0,48.7,2012,11-0000,11-9000,11-9040,11-9041
architectural and engineering managers,106.0,0.0,1.0,10.0,30.0,39.0,20.0,5.0,47.6,2011,11-0000,11-9000,11-9040,-
architectural and engineering managers,106.0,0.0,1.0,10.0,30.0,39.0,20.0,5.0,47.6,2011,11-0000,11-9000,11-9040,11-9041
food service managers,1133.0,28.0,152.0,268.0,243.0,219.0,165.0,57.0,40,2021,11-0000,11-9000,11-9050,-
food service managers,1133.0,28.0,152.0,268.0,243.0,219.0,165.0,57.0,40,2021,11-0000,11-9000,11-9050,11-9051
food service managers,1092.0,32.0,111.0,271.0,251.0,218.0,145.0,64.0,40.2,2020,11-0000,11-9000,11-9050,-
food service managers,1092.0,32.0,111.0,271.0,251.0,218.0,145.0,64.0,40.2,2020,11-0000,11-9000,11-9050,11-9051
food service managers,1249.0,24.0,131.0,309.0,283.0,264.0,176.0,61.0,41,2019,11-0000,11-9000,11-9050,-
food service managers,1249.0,24.0,131.0,309.0,283.0,264.0,176.0,61.0,41,2019,11-0000,11-9000,11-9050,11-9051
food service managers,1273.0,35.0,148.0,324.0,253.0,287.0,177.0,48.0,39.8,2018,11-0000,11-9000,11-9050,-
food service managers,1273.0,35.0,148.0,324.0,253.0,287.0,177.0,48.0,39.8,2018,11-0000,11-9000,11-9050,11-9051
food service managers,1210.0,38.0,139.0,336.0,227.0,245.0,180.0,44.0,39.3,2017,11-0000,11-9000,11-9050,-
food service managers,1210.0,38.0,139.0,336.0,227.0,245.0,180.0,44.0,39.3,2017,11-0000,11-9000,11-9050,11-9051
food service managers,1157.0,20.0,140.0,303.0,228.0,254.0,165.0,47.0,40.2,2016,11-0000,11-9000,11-9050,-
food service managers,1157.0,20.0,140.0,303.0,228.0,254.0,165.0,47.0,40.2,2016,11-0000,11-9000,11-9050,11-9051
food service managers,1192.0,23.0,151.0,321.0,253.0,257.0,138.0,49.0,39.3,2015,11-0000,11-9000,11-9050,-
food service managers,1192.0,23.0,151.0,321.0,253.0,257.0,138.0,49.0,39.3,2015,11-0000,11-9000,11-9050,11-9051
food service managers,1113.0,21.0,143.0,287.0,269.0,208.0,144.0,41.0,39,2014,11-0000,11-9000,11-9050,-
food service managers,1113.0,21.0,143.0,287.0,269.0,208.0,144.0,41.0,39,2014,11-0000,11-9000,11-9050,11-9051
food service managers,1077.0,22.0,127.0,269.0,249.0,224.0,146.0,40.0,40,2013,11-0000,11-9000,11-9050,-
food service managers,1077.0,22.0,127.0,269.0,249.0,224.0,146.0,40.0,40,2013,11-0000,11-9000,11-9050,11-9051
food service managers,1085.0,22.0,140.0,273.0,234.0,245.0,135.0,36.0,39.7,2012,11-0000,11-9000,11-9050,-
food service managers,1085.0,22.0,140.0,273.0,234.0,245.0,135.0,36.0,39.7,2012,11-0000,11-9000,11-9050,11-9051
food service managers,1051.0,15.0,118.0,274.0,232.0,255.0,126.0,31.0,39.7,2011,11-0000,11-9000,11-9050,-
food service managers,1051.0,15.0,118.0,274.0,232.0,255.0,126.0,31.0,39.7,2011,11-0000,11-9000,11-9050,11-9051
funeral home managers,9.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,-,2021,11-0000,11-9000,11-9170,11-9171
funeral home managers,10.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,-,2020,11-0000,11-9000,11-9170,11-9171
funeral home managers,13.0,0.0,0.0,0.0,2.0,1.0,6.0,4.0,-,2019,11-0000,11-9000,11-9170,11-9171
funeral home managers,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-,2018,11-0000,11-9000,11-9170,11-9171
funeral home managers,15.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,-,2017,11-0000,11-9000,11-9170,11-9171
funeral home managers,15.0,0.0,0.0,3.0,4.0,2.0,4.0,2.0,-,2016,11-0000,11-9000,11-9170,11-9171
funeral home managers,15.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,-,2015,11-0000,11-9000,11-9170,11-9171
funeral home managers,13.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,-,2014,11-0000,11-9000,11-9170,11-9171
funeral home managers,12.0,0.0,0.0,2.0,0.0,4.0,3.0,3.0,-,2013,11-0000,11-9000,11-9170,11-9171
funeral home managers,13.0,0.0,0.0,0.0,2.0,4.0,3.0,5.0,-,2012,11-0000,11-9000,11-9170,11-9171
funeral home managers,13.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,-,2011,11-0000,11-9000,11-9170,11-9171
entertainment and recreation managers,43.0,1.0,2.0,5.0,11.0,12.0,8.0,4.0,-,2021,11-0000,11-9000,11-9070,-
entertainment and recreation managers,40.0,0.0,1.0,11.0,10.0,9.0,5.0,4.0,-,2020,11-0000,11-9000,11-9070,-
entertainment and recreation managers,19.0,0.0,2.0,1.0,4.0,6.0,3.0,2.0,-,2019,11-0000,11-9000,11-9070,-
entertainment and recreation managers,28.0,0.0,5.0,4.0,9.0,3.0,5.0,2.0,-,2018,11-0000,11-9000,11-9070,-
entertainment and recreation managers,19.0,0.0,0.0,5.0,4.0,5.0,4.0,1.0,-,2017,11-0000,11-9000,11-9070,-
entertainment and recreation managers,16.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,-,2016,11-0000,11-9000,11-9070,-
entertainment and recreation managers,23.0,0.0,1.0,8.0,7.0,3.0,4.0,1.0,-,2015,11-0000,11-9000,11-9070,-
entertainment and recreation managers,28.0,0.0,3.0,3.0,8.0,8.0,5.0,1.0,-,2014,11-0000,11-9000,11-9070,-
entertainment and recreation managers,17.0,0.0,2.0,3.0,6.0,3.0,2.0,1.0,-,2013,11-0000,11-9000,11-9070,-
entertainment and recreation managers,26.0,0.0,4.0,6.0,6.0,7.0,1.0,1.0,-,2012,11-0000,11-9000,11-9070,-
entertainment and recreation managers,23.0,0.0,1.0,2.0,6.0,6.0,6.0,3.0,-,2011,11-0000,11-9000,11-9070,-
lodging managers,116.0,0.0,4.0,27.0,25.0,24.0,25.0,11.0,46.1,2021,11-0000,11-9000,11-9080,-
lodging managers,116.0,0.0,4.0,27.0,25.0,24.0,25.0,11.0,46.1,2021,11-0000,11-9000,11-9080,11-9081
lodging managers,123.0,0.0,4.0,23.0,24.0,27.0,30.0,14.0,48,2020,11-0000,11-9000,11-9080,-
lodging managers,123.0,0.0,4.0,23.0,24.0,27.0,30.0,14.0,48,2020,11-0000,11-9000,11-9080,11-9081
lodging managers,162.0,1.0,8.0,37.0,36.0,32.0,31.0,18.0,45.9,2019,11-0000,11-9000,11-9080,-
lodging managers,162.0,1.0,8.0,37.0,36.0,32.0,31.0,18.0,45.9,2019,11-0000,11-9000,11-9080,11-9081
